Team,Day,Shift,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8
0,7,1,663.6345841853946,676.5926332675347,653.4292302079033,652.6255112225456,646.9461567956139,662.2072503602271,677.2127733351625,658.7073298888381
0,7,2,660.9833234460269,662.7342968586321,666.4504730912402,665.0009382813685,652.6525417138029,661.7567739867756,667.7214965236916,667.5797467324394
0,7,3,638.9543515153656,675.3894681738481,687.6133363718232,676.7932713387931,670.7306178050958,673.9560630178385,673.1972231865833,669.9250442563097
1,1,1,664.1066062867255,656.1618487884689,672.0739843197711,669.3209534465092,652.0439012630809,671.9024145630822,645.5920913279735,653.6428161681092
1,1,2,648.7354276853966,644.9347722547635,673.0294159888264,660.1756281021984,643.8884162256107,673.1566026020699,672.9008955893676,678.2898705165188
1,1,3,645.8910364450235,656.6254932061287,642.8676379960173,667.4761478596045,640.4553131920708,670.0185351809819,651.4474483053903,657.1774598930213
1,2,1,657.1002110383201,656.1108017151133,653.532012484202,659.081806966322,669.2260239239558,666.6309310287257,662.695566639247,659.4969744637978
1,2,2,645.1530046860427,670.4245354412275,658.6875341997826,658.2615485705375,656.54456339003,651.542351299227,658.5841938685998,660.8935013385585
1,2,3,639.3135484668611,622.4438344664522,660.4834786581566,663.8104085467488,633.5253122282376,652.6780247814562,640.5545979866869,646.3373427459481
1,3,1,664.8505434951076,648.9279532697667,639.319051684849,654.2083886620326,656.624051520833,669.0031719073439,628.7768342887084,631.1264645458808
1,3,2,664.9231766687092,669.8501802650088,639.0786696274128,650.9111650653327,645.7247530440427,642.5525500321858,626.3427802241803,665.5002497787957
1,3,3,658.203425626874,665.4510940710397,652.2470552224257,636.5467965635045,654.5195893214551,630.3816156812711,647.405603068644,626.5174569402017
1,4,1,646.5879430104093,651.8611445540257,679.9092439902686,670.7840519574796,683.1371348063988,632.8928975790767,635.152815076737,645.3774694117175
1,4,2,667.7921064048446,670.5529178231996,668.1792469313051,651.4034790083977,676.6840115662914,638.5317451739326,647.2792882668699,666.2804871371635
1,4,3,658.3426240458065,643.8385802715387,676.0129264079103,673.5300082949636,633.4080656694379,660.456772681437,643.0812110719825,674.8279452449294
1,5,1,646.2209470119598,634.1986281789733,669.0517284520695,646.0066902504785,631.1486778473944,671.3623622395143,660.1919545211803,651.9750300072988
1,5,2,640.0064293261561,668.544133230243,644.8215811819585,650.7384183013031,643.5826478512138,675.5382985207399,665.6908830931665,672.1961755365777
1,5,3,650.0472213152688,630.0602724312649,668.7174692368854,648.3747964943814,660.6294827103468,650.2879468271285,657.5519182329434,630.7972912774353
1,6,1,634.2762949428503,655.2679914117488,641.1369521057296,663.351043080232,666.7072858121093,638.5967540058234,669.3565936524099,685.7735470655457
1,6,2,661.4012822183491,654.5899221982648,670.5200726085651,650.5460120890813,658.6988941949439,670.4312838766018,652.8863778226442,661.8474457755642
1,6,3,657.9944016710568,652.653153949512,645.2508617701508,668.3186879400224,650.7479759625334,657.6043980680585,662.1531289796029,671.5683684627619
1,7,1,644.9840922827914,655.7446402854864,651.967146634869,642.4068035781999,658.4347839915482,668.5449628109557,684.2991475541062,646.9211301633325
1,7,2,669.1281446988903,646.8732215434187,641.9625827198453,670.4223386576953,649.47113456281,629.1362937724189,674.5139779272259,668.0314258250058
1,7,3,640.4304191742985,673.0692805482737,668.0466219375083,645.4475472145973,660.0735026821695,644.4592907463631,634.3010059313376,654.9724899260116
2,1,1,694.1690249101713,670.2767148349922,670.8387104719719,666.8085908841268,661.896572653639,687.5331359277269,662.8043383011808,663.3600801236709
2,1,2,638.7235283219948,665.9257323285482,659.8407834174724,669.529580887309,693.6948059404905,685.3385045247937,662.6455392752565,661.4647509602116
2,1,3,664.676667664152,635.5053566689623,681.8400795733902,684.3623889886962,674.7167537157605,654.9618415770727,670.1366970341371,677.5485327124412
2,2,1,678.4438186204314,664.7656361566123,673.1226928837685,659.0258997993042,668.7685458430614,667.6667323444087,691.8025858472816,676.3077042658649
2,2,2,670.6201830244854,669.4619910921992,645.3521735592561,675.4815599353581,658.2144879883379,647.4536021759124,641.1960021977486,673.2229863594979
2,2,3,640.6731235538451,661.7735930476964,648.0833978758998,674.9868121778751,650.958748138524,644.7311769123405,688.3918449843145,693.2226227284788
2,3,1,663.7413665903636,670.0416290904217,647.7672155328977,674.5693445790137,667.821345534663,664.9632098764866,679.018853867763,668.820203195554
2,3,2,638.7557198999795,676.2000747011336,653.3345274600459,650.3536936331114,679.0413207559535,671.1270049879437,660.7744152193857,662.1675222326764
2,3,3,671.4288728231943,653.1629129571136,656.5671757745964,665.4624867145573,652.1842086904077,661.3994515640551,666.5515500414407,660.5380493570781
2,4,1,656.3637174228548,675.6870389401429,670.2588012339236,668.1850212326057,682.5074257891324,651.1706715375645,688.7999011759784,643.9901318530823
2,4,2,660.5119889726033,648.0298551399719,650.6828619652198,647.8291090291481,659.8625683409352,674.3275935616083,681.2068218596172,674.9343598399961
2,4,3,658.4485736617565,674.0816611338423,665.7335157769718,658.3970789512252,664.207625439486,659.3064458325515,688.1138392440656,672.7528006368614
2,5,1,650.4373050115921,668.5196926370636,658.3849394360806,677.0353608619422,661.56673009895,644.8714772121921,645.0977213433663,671.3168079596245
2,5,2,681.6301421880943,672.5080985764337,666.5612680560288,663.1483410368126,683.3233168647881,649.3579922515178,663.8734749847204,673.6331736802524
2,5,3,680.6445277602901,681.318353492309,647.6418368320166,657.7541128424775,643.3067715798509,683.5740096888375,678.1462477835115,672.3327056501146
2,6,1,678.3148972879984,642.794634228622,662.5121073081632,667.4502973080512,662.474082297126,679.6052926814579,663.4855813657385,659.3120675474821
2,6,2,664.6298464550387,634.1162304039126,675.6875414629304,683.7419374593401,674.3649497677072,651.844654664419,663.392490748262,681.7332456363914
2,6,3,665.9938541755472,654.2687444756822,651.8405097851814,663.7415942371513,675.4225722747212,681.2590023516805,670.4490609625325,669.6622293698056
2,7,1,669.3228826378174,683.2602578492695,658.7304709016796,663.27185494139,660.1308637824799,659.9736758745386,663.3688658148748,662.6518039749277
2,7,2,660.8099633437895,679.418823591366,652.317570880562,642.0616305490167,659.9930274831864,673.527382862553,684.1447829812864,651.3913525073989
2,7,3,634.2872915020832,684.5136601292887,687.259684314735,651.6975951623482,670.8467443486251,661.6005462556153,681.0702157153756,659.4449230990924
3,1,1,651.5477582848006,659.7693192412956,651.7970467061605,668.7925409418616,660.2878359632485,675.5331047879702,658.9709673205303,660.632597661162
3,1,2,668.5969504807001,653.7367317641833,669.6937085741247,648.0086135722934,642.1086205468955,649.121768080887,672.0434166933115,660.598026689448
3,1,3,657.5891315448338,650.9973715221345,673.001070002378,661.0147386959751,674.0620606995549,662.193944753179,671.1910480540861,653.3011764242485
3,2,1,655.5068976943068,641.545585426492,659.5097327970693,663.178954280814,653.7170370651552,659.2090652263311,648.3010010701845,659.7050156268251
3,2,2,668.7031138092855,655.9143910617171,663.7003945488057,660.150597980586,673.2556462513697,653.0098046115886,650.7118762722214,675.1020474361891
3,2,3,658.2498526319004,653.7940898787725,659.8775505587402,661.617344544201,662.2982975930455,671.4116744048966,649.2488080375318,659.8004199903245
3,3,1,653.8639094328366,651.6322462648561,651.6875193463873,662.0248732337647,653.0391926443281,664.4678973941537,647.5479720196952,661.2966760523202
3,3,2,652.6332162024236,667.9293943890659,664.981667635628,649.0872833798428,669.8349235643257,651.8236885808077,658.0299885642258,649.5890027186682
3,3,3,672.6201164227218,665.6883335176958,648.0900443130034,664.5413886997958,652.6992717336141,654.9662663756357,633.9831673220334,667.1381079899215
3,4,1,684.0851911276144,663.3985983917792,651.6930139310571,652.1852545599238,659.5888243946632,674.160634880787,649.0535492175023,663.4705711139593
3,4,2,632.2475692401648,660.4044634920308,655.518960058308,654.1010337867158,660.7381046150145,673.9997583956098,646.4076339862951,648.6846041998074
3,4,3,654.784350431128,642.6144132703475,652.6086981764606,649.8986501077925,659.7866089851516,649.2048888312967,642.343960696915,663.5714029694755
3,5,1,648.2957437207418,651.6892214098357,665.479895967872,671.5660247295621,655.4435511097063,657.1495826213956,652.7638819960114,656.4582561286704
3,5,2,659.4678666179595,644.1479461215117,646.4349430588182,669.7692254709738,649.4965091122256,682.9674721456993,673.006377408097,666.8984226157866
3,5,3,640.2797987813258,665.6125888679163,676.1954899589168,676.4706669105179,667.0997520401884,661.6580346499005,645.8441211377719,663.9888107225221
3,6,1,651.795303898947,645.8146596183312,664.8078701069974,653.4781431515136,652.8087095005416,642.5659776469902,671.6899573290502,662.6151210820692
3,6,2,671.2785574363606,663.7743999654858,656.5697970778951,665.6774999913592,672.7086669494171,653.7811473349002,649.769678774756,644.4851528548196
3,6,3,653.095741156442,645.0744583493619,646.8456952271852,659.4313567923933,656.7894292687549,648.2766585955328,643.3805211920261,656.4755780628976
3,7,1,653.9486131739601,670.2784832547394,656.1903242277176,667.9424337380243,656.6279109591605,640.6926366261876,665.6731913614966,649.9434790825444
3,7,2,638.5616880931592,651.6329521910153,661.8289588724849,651.6303298800451,661.7751624980298,644.2123281503181,655.1760746805868,644.9684123320834
3,7,3,670.6584158473843,658.2741203474,645.4216331485858,669.9053258818822,677.3188907979495,646.1743383422096,671.4907841349997,640.4412706420128
4,1,1,655.9202225805047,648.8785023669037,661.3508574581352,657.9542557958887,653.0723710974447,661.7221362045968,651.3917707888401,676.041139947331
4,1,2,661.1357762361488,657.4452682556703,657.0208781984072,658.1576256527136,668.5557731974005,657.52775641549,659.3960831443377,651.6536499659992
4,1,3,651.8361217377477,656.8480445638535,656.0798421878923,659.5069365861541,650.6897254517378,652.6041210423654,650.7038606519383,665.4339450124368
4,2,1,652.7642165612864,650.3811249501631,649.425834475877,638.8602925355357,665.1104941306334,654.3688742561179,656.603105653736,662.5739063245966
4,2,2,654.6414745061887,667.1527540846021,659.7953051238379,646.8060573084074,647.9653910155313,662.7878691285842,668.2941921783101,652.2321103491655
4,2,3,647.9910722473254,665.0910099107197,650.0054940796391,653.5516102466861,668.8911165395714,666.9814980429172,670.9281252213963,670.7017086631449
4,3,1,657.2867487765092,651.7835956895491,667.1698584124499,665.1708599319319,663.12969679356,659.423620275319,661.0349574433541,674.078460964821
4,3,2,667.2062081913364,662.9149482248108,660.3602068300333,656.6560990341239,659.5248349711721,668.2581413950506,650.7248479637286,663.9286338095899
4,3,3,658.1812440195316,662.2456173266952,651.2864133015888,645.4503186395665,666.6153748002669,651.9203742761774,660.8313001060231,662.9128826534885
4,4,1,643.2076245464249,652.85831460977,652.9057367440388,657.2587811357845,662.4703303652133,652.5183024978786,656.8049735800901,657.1609562333269
4,4,2,650.1739017582726,662.6602575750347,653.0027915866896,640.1824027166789,666.0393612793437,656.5710804054062,662.3362438540686,659.5501431927667
4,4,3,661.7605980949456,664.8540003720548,658.730151263662,658.9211565621546,639.4786204903959,646.5124141435969,654.4587925447646,659.3129693348842
4,5,1,671.2903308267876,644.4843229842976,665.4206786497452,665.5395291662526,654.6187381904062,654.4649328086455,651.9207022331317,655.4110628948714
4,5,2,662.5508875279409,656.3111517831147,649.3106767324851,663.235344366744,659.0701802470874,659.1277182887848,650.9125087422233,651.9602757524781
4,5,3,662.032474078885,664.6509186552147,657.6991417602819,654.9142006160494,666.1630940844492,659.6529779883211,663.2119527045376,657.3957712853419
4,6,1,665.1770277464872,663.2593582889817,653.3571457629644,663.6649527868384,655.0630863818723,652.5358480615487,650.3325138316648,656.3913169519819
4,6,2,648.104764381505,666.8281510445663,645.2798151381709,664.2987195970298,674.0805727380506,658.5778854466317,659.4361484615494,669.7592859081935
4,6,3,659.5762019434077,663.514377588019,659.952357289806,666.1827762754101,657.3111444611654,658.8882208563341,659.9683162896646,657.4694822128791
4,7,1,668.0504116284696,658.8186052090829,657.0603610136633,642.4184059906102,673.1600435004385,653.4952428898821,658.6309076583414,649.7418770982352
4,7,2,668.8079160046447,656.4721832371005,664.3438602065644,662.411993881494,666.8052195626741,651.8496228810258,651.5162172590487,649.8889123100458
4,7,3,675.4147811568055,657.3504603353671,653.9297091867202,651.8571243976411,677.5892290195599,644.0300047861314,652.6564661962677,649.298698901774
5,1,1,643.1837794419697,660.3884998195136,663.3318792882056,667.7025868462201,668.2929315573907,663.982567499123,653.6466897456495,663.7216370923417
5,1,2,672.7252923314586,657.8215897918896,650.9821035040707,656.4194008858299,673.7878158257005,653.9593274966422,665.6726239491272,654.7288744687672
5,1,3,635.7921564601695,656.290961373978,663.4827709022036,648.5329132942728,688.9296945292069,662.5733005344209,656.6689374238546,658.7025910980301
5,2,1,672.3036040412837,659.65926836145,642.3383968481835,669.1984747843187,673.8227213572738,646.9859047459059,653.5469119580898,679.0630689136846
5,2,2,660.3327780720101,660.6238117060209,658.9211162375277,661.2080472746263,649.6693633309997,647.9605447094195,679.6576288978207,675.199864907409
5,2,3,651.7679077139418,652.5052721210254,679.0950851932945,668.537515138095,645.6842617232048,657.0899620885291,676.1447995715546,652.4792808514314
5,3,1,689.5693240601455,641.68911159451,685.5290458561715,662.0180786880908,678.3588021930561,675.2104113184148,666.9236800141783,674.923772303439
5,3,2,667.0810335829175,672.4735757989167,671.251551610463,657.7805988987093,642.9120699095644,664.025359707445,660.477169578166,656.6600438844221
5,3,3,660.0835988451431,666.8137597987563,644.0361715377638,653.5431585267603,658.5502764101337,663.7976462541815,662.6304659180979,700.9474468822481
5,4,1,672.4552499646886,679.1433923122647,658.1132475854448,665.7325859273167,664.6558814316091,642.7408744181309,663.9730033821645,685.6079894988723
5,4,2,656.7564466995519,653.3209695377697,676.8248748302425,663.87916831992,680.7793822185264,658.6877866450374,680.7371004202943,652.8682893623549
5,4,3,640.7661915202675,659.5916891297869,668.8802908486875,655.6018719426932,665.4392424208851,668.7165250709472,666.8818394238235,668.8526756213097
5,5,1,662.2620730007603,652.3809049083501,660.0862925607564,673.488169790129,648.5333671669475,650.3362604435737,678.7079156925271,657.7423474516145
5,5,2,672.8185545923767,657.0266899063872,657.3733246995818,670.1952999621645,636.7113088399244,668.254311046216,641.2812613666756,660.2488276706671
5,5,3,661.158103991297,644.1009758150035,630.5899365093418,678.9852975692172,665.5611026432526,670.1987238273193,666.2551482514594,642.8121878204012
5,6,1,659.1284042054522,663.8492351361359,648.3081902251212,667.2087664777873,670.1797850916262,659.1880337395964,665.2488757025408,675.5761456461908
5,6,2,641.852976490339,662.5647316666724,664.1932712929136,650.4172198668175,641.0518606246379,661.6307207772735,652.5815953845702,667.1353265030009
5,6,3,673.8873378183036,663.7558822270456,676.0828670618979,643.4534768049114,654.8151161479606,668.8592166621588,665.1860382985267,653.0921663210312
5,7,1,664.8048248092216,658.5203307242004,680.481009469242,672.2318774578789,676.1469522507311,665.6729380091401,669.3630528537985,676.5842883398424
5,7,2,655.691259731999,665.5098714730616,660.4460856854893,652.8218445618477,657.0510651468983,670.4130255514425,654.2606300866612,651.5094284549391
5,7,3,650.7609687182031,673.0112099786019,650.6282880303432,637.6264774015627,648.0908594350359,666.8393417341828,655.2426608902692,657.1903820975949
6,1,1,662.4961445626949,660.2625231232862,651.0286905355757,638.1774194645318,671.3945956517581,665.5325373456341,648.0953134926898,671.8958080720524
6,1,2,683.756009626208,674.1123487702047,674.7853415648603,652.0174746584122,667.0398499110476,686.6016969991833,644.2062786906979,681.1362502491993
6,1,3,673.2580514223896,647.0026520355929,666.0887211684026,665.046360674461,680.2056290104764,638.4223398219336,657.8948964614082,662.5265083209509
6,2,1,625.2120893874721,666.672665737672,658.603503907995,646.2541711041043,671.7570550709418,696.1700970281066,656.1820573392731,676.1504805199905
6,2,2,660.8025874725854,660.787125068448,670.1772564603687,661.7011271941227,643.1502487794961,658.9025361388101,648.4917906705833,653.9574221379064
6,2,3,684.0327965071209,653.402531202079,662.3936613541512,659.1264475851156,672.6501322151914,677.5616925185603,666.2027442609995,658.6473611391835
6,3,1,661.7746735221216,667.1680835523408,662.5960039117729,649.413313548215,642.475397871524,665.6204177240492,665.9927563185322,638.9163456935692
6,3,2,654.9224383544889,672.2669870082011,639.4060950582287,678.4162988178158,682.970155363542,678.7062929502955,673.7998173368567,646.1563424013589
6,3,3,677.380150269768,673.659895900495,680.6009096596092,669.3694657041964,659.9858776807714,659.2725593637571,668.5710663559626,664.8303707178743
6,4,1,662.8058158770099,643.7746615960259,641.5892444206586,652.4302281561556,645.4869736328097,659.8319146893335,649.1557920919965,678.1826214560188
6,4,2,652.3022290092593,649.8334887589904,677.2673414631853,652.9622759426705,658.3443488129916,666.1931064484382,676.0879689951054,673.4237450153627
6,4,3,643.5866684350125,660.2841254160902,649.2923622372159,640.8606008462087,670.9121515094021,681.0612077110752,654.5109984914309,641.8216571852523
6,5,1,676.9622161736844,667.5014367372899,661.4022085610175,670.8253631571197,665.6034656987351,687.4919559308042,680.7247374897432,641.2696841741946
6,5,2,647.0047950671119,680.0543102622238,665.6268200111688,649.2777446806488,656.767100337879,666.6074152841855,662.3550827398144,650.9074435113343
6,5,3,678.6259923316325,663.2660028390528,666.733141884055,679.5668577738702,685.1802223941379,658.9006211422948,673.1214253199141,674.4982189218108
6,6,1,656.7591261696842,643.7345294542132,658.346269528071,674.336510362025,659.9817322816673,672.2302777225674,664.8901972290201,662.528052401909
6,6,2,677.8303768125162,678.8765223773016,641.701718022821,668.5423201514163,663.0584337941991,681.2461851698071,666.9985020431828,659.1155897862252
6,6,3,654.3440538256314,682.7236357139536,672.4407633554463,641.1576556556516,658.0473533995428,668.764781118361,675.1660408410684,661.91631627544
6,7,1,645.4894413205856,656.2846204956298,646.5686356892946,640.0631656746323,661.8109953964063,671.0717516405033,661.7485766899498,670.3370134599702
6,7,2,684.4553327145261,661.1348280952784,664.3134038757534,671.2701393818821,667.8699997144724,678.6690969427251,679.1295518378572,663.8898267687435
6,7,3,653.937757484117,679.4235165818731,673.4685452878007,675.0846313240011,659.1559688238987,653.1489830102157,664.5152708946981,666.6216864514404
7,1,1,660.250126317314,658.937709274319,647.144018913586,648.141907303502,652.8486943890591,652.2505051267863,659.8183507264545,664.4770189607847
7,1,2,653.2528399073902,645.3608636252183,648.8039913157855,660.9748534382402,658.8681607372555,651.3811895491302,662.1347930999801,652.6939948668216
7,1,3,657.4117416180259,670.3296231046056,650.8040528912558,660.7331984838823,662.2221596596006,654.0701294391225,649.8188313871193,665.8992375122364
7,2,1,665.0028972706377,664.1908572538568,660.054786608683,657.2848182785891,663.8017571934998,653.9769006269574,647.2728443082041,653.589953978003
7,2,2,652.1475175257349,647.7525674174918,648.8241205657655,663.479865193739,653.5530793128827,643.1608830808179,653.0262931804313,651.8370683432273
7,2,3,659.7328943535335,647.6866038717029,654.510794502352,658.739174907085,660.5411027891525,656.0244814036059,644.835234594315,653.9400028080289
7,3,1,656.1511011082436,650.4957854534704,659.8946639093768,653.5449460752078,656.3237244238043,657.423689918288,655.5921762136514,663.0868556812599
7,3,2,658.6477019729557,658.7869233528469,674.4034380752137,673.024057889255,653.5747553353586,660.0621046758016,655.5278489023896,673.368226012798
7,3,3,651.2343578686152,656.3992860668022,650.1388570659398,648.5549156182503,668.4488664337795,667.0921161051334,653.7682602479241,653.525363950133
7,4,1,673.6246617640303,666.3242914784738,667.6781977641429,664.1632206093491,647.8421883237216,667.8902390006634,635.3223321505611,661.5868821800028
7,4,2,652.8061572212755,654.1405741773171,663.1894778264867,651.8578296066783,663.3493820268754,653.8988167128565,650.4817569688709,653.1175933786108
7,4,3,654.9020331451662,669.0057675169464,646.3117152029841,658.2818724902701,658.5344899186651,657.3321334378379,650.5443636634968,664.5156978235118
7,5,1,653.7714825233069,661.4157297055311,647.1630368641759,653.9380201530746,665.0759943043599,661.4181886433477,667.398205921389,661.0520442083151
7,5,2,658.7276637305432,656.9759487513094,653.5964095302832,678.1875502807729,665.6219345529981,671.2077927170363,663.1099692147322,649.8529336481745
7,5,3,651.2787853011114,643.1888998090975,660.5502010799325,655.7850406600592,650.875777959297,658.5302585462076,652.7184626188106,659.4326041898399
7,6,1,649.3256088116545,661.3797019008849,651.585207165292,654.9778333239369,647.3877996402543,663.557628913649,661.1517053348483,662.2872922528126
7,6,2,666.6172401703828,657.3735012987952,667.1848623936434,654.9423502382837,658.6752742105012,652.480145438946,654.8938077147958,662.7568034539844
7,6,3,658.2396600898585,656.3117389563995,664.6570224858299,650.9285358415505,665.1823200802489,657.8646697045378,655.558847075298,646.6428707506366
7,7,1,665.2594215773371,656.432412328752,654.6271040528949,672.1434245895723,654.6805236205246,653.5051377867486,650.5980103866214,654.5787274947136
7,7,2,648.2629443564305,657.607857699963,650.7737901240502,649.791767407729,655.0836827157316,660.4857395526413,667.2834156315523,656.2112783863118
7,7,3,666.005958575002,671.2412229349394,673.6350862088946,648.8746068035788,658.5657268006055,667.9358937244101,665.6116932447396,651.1426159449495
8,1,1,627.518764315625,644.313772841247,663.431053102831,655.0861749148908,644.672439425653,635.1107702390817,654.0606761098727,648.7586961783777
8,1,2,644.9681052436023,657.1047385934662,679.8073266192517,677.7667494156634,664.1127954707449,669.7995169861454,629.6463379402143,673.5289530878987
8,1,3,648.9063762252813,658.6438630967737,657.8505914755402,648.5632967769769,639.8028750103856,647.7644495244654,639.8107487814808,668.4213114663288
8,2,1,654.3434136676439,627.2596781944442,666.703605798667,643.533211931533,646.5795085197955,655.0889526142761,660.1913902651261,637.9651863303775
8,2,2,640.178478404708,657.663522086987,651.0015534112925,666.0992222560006,667.2534308909026,655.7679134968233,662.1934161435522,656.5218186861538
8,2,3,636.0812142961805,655.9943180659275,652.0858018809625,666.8452034828953,653.3608809379069,649.2292756991378,655.8499596100376,675.4061677153528
8,3,1,659.9483749569074,651.6402156692275,669.3440625181938,663.2990284799342,643.8603179031987,673.5198795498915,648.0374476871029,705.2247979190255
8,3,2,674.2938741852159,666.7205618975293,667.3686712313869,669.1212277233466,644.5441424132274,682.775301076264,676.3567901518618,651.6099522645881
8,3,3,656.7653119311409,668.1368652300274,647.9881523925154,649.76754997116,671.687739659955,654.0216839166342,665.0174324674083,675.5166196163668
8,4,1,669.5261994298061,689.2089416555868,649.6408666328057,635.3662656898763,662.030061777306,650.5889231937413,632.9065258093029,681.9659829893089
8,4,2,652.8647637205761,662.9642214877613,670.4603519596345,651.229902747915,652.2924646914983,657.7989612130891,665.2469130417226,646.535226749551
8,4,3,652.6929788043552,664.6338357099277,648.0446309875806,626.9475325832223,662.2420468610244,674.6085226505678,622.7952728417454,667.9163504976551
8,5,1,680.3595463642574,644.443064559423,654.6604711663406,663.8242809506686,679.2367025586108,661.835704024619,681.5949641675912,656.8823056666099
8,5,2,674.3938757731182,643.2215089137541,656.6169422066098,673.1436554405807,681.0304785262547,671.7084151190891,643.2460335517038,693.058128000237
8,5,3,661.2234652805254,654.6876742099768,645.3277073297304,660.597681138767,662.0779010082967,639.6262551220208,652.5334024600623,664.1819743351455
8,6,1,675.0549214978794,656.6064396813508,647.4854824295442,651.5170507286653,668.8497478233791,660.4125143626603,628.1590909171407,670.6299658182287
8,6,2,652.092699369389,659.3367194831425,673.4071663549473,683.0077423494558,659.9392807557615,668.561343925169,672.5724854007649,663.3304180550095
8,6,3,662.7539362953696,664.2597804165241,649.1131772811655,655.3352529904562,651.2348944394824,663.2209242583456,665.0494726517196,661.548856792805
8,7,1,668.4405146331052,663.782478526274,678.410045297843,662.2296440832157,629.6314920990267,634.6198394579419,637.845317940565,625.5664313693331
8,7,2,673.8534985639224,647.5753202742806,663.1980513210983,663.926782645861,638.2992558264896,637.2572922958474,663.2153906489664,649.3711615172989
8,7,3,645.6133232984314,661.3383239196587,634.97133550511,663.0930346268028,678.2173709122729,656.7994115408211,644.6847547534552,642.2619821281302
9,1,1,661.8125836686202,648.232260768052,665.3546940466092,663.7467827257055,655.0870835725373,660.8989075186639,665.8043704044231,652.566439347473
9,1,2,650.966549220241,669.4229496068186,658.3078322304414,655.078591207152,641.9210026216131,655.9545275016363,646.8600667373216,661.3290766995326
9,1,3,671.2187040640198,645.6784768945103,658.9948099135064,657.5836510214177,661.9889885928977,661.1168744160851,644.1827397638531,661.5579415776918
9,2,1,649.1951411034522,648.519168570973,666.1815506247542,664.2659657440627,642.3042863308887,661.9941132881535,660.7990920711105,666.5053060918704
9,2,2,658.3281151009645,658.3519486328578,642.5201752683104,669.0624504501459,663.9254078697762,666.0010006067752,657.1936352947334,668.4282008298482
9,2,3,662.7453287291391,666.7710715798888,652.2790564031164,657.0204047502896,660.7368101503439,645.2768793909582,662.8636542273072,657.1001948415297
9,3,1,666.23073524565,666.8136052091572,674.180338950729,671.2255226088118,660.1678676851553,661.8133426222087,665.1843235003388,658.11545218207
9,3,2,657.5473861851696,654.4670116076635,668.9331252079202,672.7915109389554,660.4126139014677,664.4387567304065,648.438812190721,663.423685352326
9,3,3,665.2588096975203,659.2148082809339,643.5026695435258,636.1934283167816,669.0683519581486,663.4952898551805,664.2565786291384,651.4354635740434
9,4,1,661.6659905179878,649.2332097788924,658.6422603297307,647.8343600003479,650.3085665544036,640.8032942973193,653.536698111761,652.0348892567732
9,4,2,658.5821447206384,654.1219462963388,654.1601661493877,659.9724841934258,642.9366687746611,661.7122574102848,650.2418530204276,644.2034143935538
9,4,3,655.8963951626396,662.7895630952586,645.1445260861894,657.6635413467872,653.2253857129676,663.5763312934482,658.4919839691083,657.395522030655
